"Step","8agents_0highspeed - Training_Reward_Mean","8agents_0highspeed - Training_Reward_Mean__MIN","8agents_0highspeed - Training_Reward_Mean__MAX","8agents_0incentive - Training_Reward_Mean","8agents_0incentive - Training_Reward_Mean__MIN","8agents_0incentive - Training_Reward_Mean__MAX","8agents - Training_Reward_Mean","8agents - Training_Reward_Mean__MIN","8agents - Training_Reward_Mean__MAX"
"9052","","","","","","","41.16388614845141","41.16388614845141","41.16388614845141"
"9053","","","","","","","41.17286616493195","41.17286616493195","41.17286616493195"
"9054","","","","","","","41.37892474401038","41.37892474401038","41.37892474401038"
"9055","","","","","","","39.035475691175414","39.035475691175414","39.035475691175414"
"9056","","","","","","","36.65875486480173","36.65875486480173","36.65875486480173"
"9057","","","","","","","36.63610844088531","36.63610844088531","36.63610844088531"
"9058","","","","","","","36.641317581695944","36.641317581695944","36.641317581695944"
"9059","","","","","","","39.0004591716565","39.0004591716565","39.0004591716565"
"9060","","","","","","","36.62037101733817","36.62037101733817","36.62037101733817"
"9061","","","","","","","36.513561742861526","36.513561742861526","36.513561742861526"
"9062","","","","","","","36.51131994466551","36.51131994466551","36.51131994466551"
"9063","","","","","","","36.51372861054083","36.51372861054083","36.51372861054083"
"9064","","","","","","","36.53110469742669","36.53110469742669","36.53110469742669"
"9065","","","","","","","36.49286440425642","36.49286440425642","36.49286440425642"
"9066","","","","","","","36.48965452220395","36.48965452220395","36.48965452220395"
"9067","","","","","","","38.700355959834276","38.700355959834276","38.700355959834276"
"9068","","","","","","","36.476634658788235","36.476634658788235","36.476634658788235"
"9069","","","","","","","34.140601327088135","34.140601327088135","34.140601327088135"
"9070","","","","","","","34.135807153997014","34.135807153997014","34.135807153997014"
"9071","","","","","","","31.746776324413386","31.746776324413386","31.746776324413386"
"9072","","","","","","","31.75447263834441","31.75447263834441","31.75447263834441"
"9073","","","","","","","31.752327935662358","31.752327935662358","31.752327935662358"
"9074","","","","","","","31.75735600820315","31.75735600820315","31.75735600820315"
"9075","","","","","","","31.75791732625565","31.75791732625565","31.75791732625565"
"9076","","","","","","","31.757778734187205","31.757778734187205","31.757778734187205"
"9077","","","","","","","29.381958994645906","29.381958994645906","29.381958994645906"
"9078","","","","","","","29.38162076883574","29.38162076883574","29.38162076883574"
"9079","","","","","","","29.377652518169253","29.377652518169253","29.377652518169253"
"9080","","","","","","","29.38760860907824","29.38760860907824","29.38760860907824"
"9081","","","","","","","29.38680231320661","29.38680231320661","29.38680231320661"
"9082","","","","","","","29.412711488395097","29.412711488395097","29.412711488395097"
"9083","","","","","","","29.432265322917925","29.432265322917925","29.432265322917925"
"9084","","","","","","","29.44258824768945","29.44258824768945","29.44258824768945"
"9085","","","","","","","31.805767374093946","31.805767374093946","31.805767374093946"
"9086","","","","","","","31.800436545175153","31.800436545175153","31.800436545175153"
"9087","","","","","","","31.810874332549083","31.810874332549083","31.810874332549083"
"9089","","","","","","","31.822682477494023","31.822682477494023","31.822682477494023"
"9090","","","","","","","29.460930225514446","29.460930225514446","29.460930225514446"
"9091","","","","","","","29.45821604332423","29.45821604332423","29.45821604332423"
"9092","","","","","","","29.437807131511327","29.437807131511327","29.437807131511327"
"9093","","","","","","","29.387223749911108","29.387223749911108","29.387223749911108"
"9094","","","","","","","29.384230759521053","29.384230759521053","29.384230759521053"
"9095","","","","","","","29.390536713655727","29.390536713655727","29.390536713655727"
"9096","","","","","","","31.75134143625958","31.75134143625958","31.75134143625958"
"9097","","","","","","","33.97958572646824","33.97958572646824","33.97958572646824"
"9098","","","","","","","33.96722394823342","33.96722394823342","33.96722394823342"
"9099","","","","","","","33.95603656871355","33.95603656871355","33.95603656871355"
"9100","","","","","","","31.61036439768822","31.61036439768822","31.61036439768822"
"9101","","","","","","","31.599526442273113","31.599526442273113","31.599526442273113"
"9102","","","","","","","31.474096761699958","31.474096761699958","31.474096761699958"
"9103","","","","","","","33.812542701778945","33.812542701778945","33.812542701778945"
"9104","","","","","","","33.81216196921218","33.81216196921218","33.81216196921218"
"9105","","","","","","","36.15032840332491","36.15032840332491","36.15032840332491"
"9106","","","","","","","36.16040493037947","36.16040493037947","36.16040493037947"
"9107","","","","","","","36.16014825935657","36.16014825935657","36.16014825935657"
"9108","","","","","","","38.35907500331735","38.35907500331735","38.35907500331735"
"9109","","","","","","","36.11368607750874","36.11368607750874","36.11368607750874"
"9110","","","","","","","36.10604279031625","36.10604279031625","36.10604279031625"
"9111","","","","","","","38.3302563039642","38.3302563039642","38.3302563039642"
"9112","","","","","","","38.322798216227724","38.322798216227724","38.322798216227724"
"9113","","","","","","","38.31398562699851","38.31398562699851","38.31398562699851"
"9114","","","","","","","40.567720043441255","40.567720043441255","40.567720043441255"
"9115","","","","","","","40.562409073087665","40.562409073087665","40.562409073087665"
"9116","","","","","","","40.58176196732421","40.58176196732421","40.58176196732421"
"9117","","","","","","","42.91957903020583","42.91957903020583","42.91957903020583"
"9118","","","","","","","42.927311531107215","42.927311531107215","42.927311531107215"
"9119","","","","","","","42.92729647392091","42.92729647392091","42.92729647392091"
"9120","","","","","","","40.57018629183985","40.57018629183985","40.57018629183985"
"9121","","","","","","","40.56838447566723","40.56838447566723","40.56838447566723"
"9122","","","","","","","40.572481088999965","40.572481088999965","40.572481088999965"
"9123","","","","","","","40.570971974855","40.570971974855","40.570971974855"
"9124","","","","","","","40.58107652497959","40.58107652497959","40.58107652497959"
"9125","","","","","","","40.58715027402251","40.58715027402251","40.58715027402251"
"9126","","","","","","","40.6057951953535","40.6057951953535","40.6057951953535"
"9127","","","","","","","38.375759613180136","38.375759613180136","38.375759613180136"
"9128","","","","","","","38.37602290244106","38.37602290244106","38.37602290244106"
"9129","","","","","","","38.39156064194489","38.39156064194489","38.39156064194489"
"9130","","","","","","","38.38722423164843","38.38722423164843","38.38722423164843"
"9131","","","","","","","38.38079262407248","38.38079262407248","38.38079262407248"
"9132","","","","","","","38.52652209401201","38.52652209401201","38.52652209401201"
"9133","","","","","","","36.15877217826558","36.15877217826558","36.15877217826558"
"9134","","","","","","","36.16336871969526","36.16336871969526","36.16336871969526"
"9135","","","","","","","38.525306087823296","38.525306087823296","38.525306087823296"
"9136","","","","","","","38.52240925228661","38.52240925228661","38.52240925228661"
"9137","","","","","","","36.15892885698403","36.15892885698403","36.15892885698403"
"9138","","","","","","","36.16967958292312","36.16967958292312","36.16967958292312"
"9139","","","","","","","36.165844263396714","36.165844263396714","36.165844263396714"
"9140","","","","","","","33.79305226894696","33.79305226894696","33.79305226894696"
"9141","","","","","","","31.436619100374745","31.436619100374745","31.436619100374745"
"9142","","","","","","","29.077794590479275","29.077794590479275","29.077794590479275"
"9143","","","","","","","31.312488179171098","31.312488179171098","31.312488179171098"
"9144","","","","","","","31.31327307541117","31.31327307541117","31.31327307541117"
"9145","","","","","","","33.47080292804599","33.47080292804599","33.47080292804599"
"9146","","","","","","","35.82531129141251","35.82531129141251","35.82531129141251"
"9147","","","","","","","35.83312001688576","35.83312001688576","35.83312001688576"
"9148","","","","","","","35.826118056048564","35.826118056048564","35.826118056048564"
"9149","","","","","","","38.053694652835254","38.053694652835254","38.053694652835254"
"9150","","","","","","","38.03207295096385","38.03207295096385","38.03207295096385"
"9151","","","","","","","38.02936974589998","38.02936974589998","38.02936974589998"
"9152","","","","","","","35.66722823435914","35.66722823435914","35.66722823435914"
"9153","","","","","","","38.00292772034921","38.00292772034921","38.00292772034921"
"9154","","","","","","","37.99363526068835","37.99363526068835","37.99363526068835"
"9155","","","","","","","40.16142112842228","40.16142112842228","40.16142112842228"
"9156","","","","","","","42.513533365900486","42.513533365900486","42.513533365900486"
"9157","","","","","","","42.51352872779002","42.51352872779002","42.51352872779002"
"9158","","","","","","","44.88521265535103","44.88521265535103","44.88521265535103"
"9159","","","","","","","44.87803882500409","44.87803882500409","44.87803882500409"
"9160","","","","","","","44.87725880077363","44.87725880077363","44.87725880077363"
"9161","","","","","","","47.234698887514085","47.234698887514085","47.234698887514085"
"9162","","","","","","","49.58890903543848","49.58890903543848","49.58890903543848"
"9163","","","","","","","49.588579842069684","49.588579842069684","49.588579842069684"
"9164","","","","","","","51.92882717962376","51.92882717962376","51.92882717962376"
"9165","","","","","","","51.91944183873303","51.91944183873303","51.91944183873303"
"9166","","","","","","","51.91559181671277","51.91559181671277","51.91559181671277"
"9167","","","","","","","49.546688582976415","49.546688582976415","49.546688582976415"
"9168","","","","","","","49.54715446456392","49.54715446456392","49.54715446456392"
"9169","","","","","","","51.776424686222974","51.776424686222974","51.776424686222974"
"9170","","","","","","","54.11401921587869","54.11401921587869","54.11401921587869"
"9171","","","","","","","54.12793714267714","54.12793714267714","54.12793714267714"
"9172","","","","","","","56.47890628578658","56.47890628578658","56.47890628578658"
"9173","","","","","","","56.4677834008529","56.4677834008529","56.4677834008529"
"9174","","","","","","","56.472156156988106","56.472156156988106","56.472156156988106"
"9175","","","","","","","56.47485557018295","56.47485557018295","56.47485557018295"
"9176","","","","","","","56.47401081432876","56.47401081432876","56.47401081432876"
"9177","","","","","","","56.45402363216486","56.45402363216486","56.45402363216486"
"9178","","","","","","","58.8155288250988","58.8155288250988","58.8155288250988"
"9179","","","","","","","58.808482348495346","58.808482348495346","58.808482348495346"
"9180","","","","","","","58.817830653994434","58.817830653994434","58.817830653994434"
"9181","","","","","","","58.81359611352432","58.81359611352432","58.81359611352432"
"9182","","","","","","","58.815729630114475","58.815729630114475","58.815729630114475"
"9183","","","","","","","56.592264037281865","56.592264037281865","56.592264037281865"
"9184","","","","","","","54.22076314212606","54.22076314212606","54.22076314212606"
